latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
3.3854,-72.029,307.4,2.2,1.4,2010-01-01,0341,Terra,MODIS,49,6.2,292.1,22.3,N,0
4.2056,-70.9787,305.7,2.8,1.6,2010-01-01,0341,Terra,MODIS,65,6.2,292.9,28,N,0
3.3994,-72.0165,307.7,2.2,1.4,2010-01-01,0341,Terra,MODIS,72,6.2,291.4,25.7,N,0
3.4764,-71.8424,318.7,2.3,1.5,2010-01-01,0341,Terra,MODIS,97,6.2,294.6,52.1,N,0
3.5056,-71.8257,308.1,2.3,1.5,2010-01-01,0341,Terra,MODIS,26,6.2,293.4,23.3,N,0
3.5183,-71.8131,332,2.3,1.5,2010-01-01,0341,Terra,MODIS,100,6.2,294.2,104.6,N,0
4.7636,-68.8286,302.7,4.2,1.9,2010-01-01,0341,Terra,MODIS,51,6.2,291.4,35,N,0
3.4896,-71.8443,324.7,2.3,1.5,2010-01-01,0341,Terra,MODIS,100,6.2,293.9,72.9,N,0
3.4892,-71.83,325.7,2.3,1.5,2010-01-01,0341,Terra,MODIS,100,6.2,294.7,74.8,N,0
3.6848,-71.9455,305.4,2.3,1.5,2010-01-01,0341,Terra,MODIS,31,6.2,294.3,15.6,N,0
3.3865,-72.0146,321.1,2.2,1.4,2010-01-01,0341,Terra,MODIS,100,6.2,292.4,59.4,N,0
3.4865,-71.8505,323.5,2.3,1.5,2010-01-01,0341,Terra,MODIS,100,6.2,293.8,66.2,N,0
3.4949,-76.4234,313.2,1.1,1.1,2010-01-01,0341,Terra,MODIS,87,6.2,291.3,14,N,0
3.5155,-71.8338,304.6,2.3,1.5,2010-01-01,0341,Terra,MODIS,24,6.2,292.8,17.2,N,0
3.5217,-71.8069,325.1,2.3,1.5,2010-01-01,0341,Terra,MODIS,100,6.2,293.9,72.5,N,0
4.234,-75.9077,300.9,1.2,1.1,2010-01-01,0341,Terra,MODIS,34,6.2,287.5,7.6,N,0
5.0184,-68.9572,305.5,4.1,1.9,2010-01-01,0341,Terra,MODIS,64,6.2,291.7,47.8,N,0
3.6877,-71.9252,314.9,2.3,1.5,2010-01-01,0341,Terra,MODIS,90,6.2,294.8,38.4,N,0
3.7223,-71.8532,304.6,2.3,1.5,2010-01-01,0341,Terra,MODIS,61,6.2,293.7,18.6,N,0
3.5188,-71.8275,320,2.3,1.5,2010-01-01,0341,Terra,MODIS,98,6.2,293,54,N,0
3.4012,-72.0111,307,2.2,1.4,2010-01-01,0341,Terra,MODIS,44,6.2,291.3,21.6,N,0
3.4924,-71.8238,307.1,2.3,1.5,2010-01-01,0341,Terra,MODIS,43,6.2,293.9,21.9,N,0
3.6849,-71.9316,316.9,2.3,1.5,2010-01-01,0341,Terra,MODIS,94,6.2,295,44.3,N,0
3.3882,-72.0092,318.3,2.2,1.4,2010-01-01,0341,Terra,MODIS,97,6.2,292.4,50.1,N,0
3.5315,-71.815,303.9,2.3,1.5,2010-01-01,0341,Terra,MODIS,24,6.2,292.7,16.4,N,0
5.0311,-68.4484,305.7,4.5,2,2010-01-01,0341,Terra,MODIS,65,6.2,291.4,52,N,0
5.0307,-68.4412,303.6,4.5,2,2010-01-01,0341,Terra,MODIS,56,6.2,291.4,39.8,N,0
9.483,-73.2581,303.2,2.2,1.4,2010-01-01,0343,Terra,MODIS,44,6.2,292.5,15.8,N,0
5.0507,-68.4478,307.2,2,1.4,2010-01-01,0637,Aqua,MODIS,71,6.2,293.1,18.3,N,0
3.8447,-71.8143,306,1.2,1.1,2010-01-01,0638,Aqua,MODIS,67,6.2,292.6,9.1,N,0
3.5775,-72.823,309,1.1,1,2010-01-01,0638,Aqua,MODIS,76,6.2,292.2,10.3,N,0
4.1926,-70.9819,302.9,1.4,1.2,2010-01-01,0638,Aqua,MODIS,52,6.2,292.7,7.5,N,0
4.7748,-68.8479,302.7,1.9,1.3,2010-01-01,0638,Aqua,MODIS,51,6.2,291.7,11.8,N,0
3.5221,-71.8363,305.8,1.2,1.1,2010-01-01,0638,Aqua,MODIS,66,6.2,292.6,9,N,0
4.7685,-68.8386,302.8,1.9,1.4,2010-01-01,0638,Aqua,MODIS,51,6.2,291.7,12.2,N,0
3.6498,-71.9437,306,1.2,1.1,2010-01-01,0638,Aqua,MODIS,66,6.2,292.8,8.8,N,0
3.6874,-71.9524,326.5,4.6,2,2010-01-01,1600,Terra,MODIS,78,6.2,301.4,122.6,D,0
3.6429,-72.2461,319.5,4.3,1.9,2010-01-01,1600,Terra,MODIS,70,6.2,302.3,70.8,D,0
3.6878,-71.945,330.3,4.6,2,2010-01-01,1600,Terra,MODIS,84,6.2,301.4,166.3,D,0
3.5371,-72.1513,318.5,4.4,1.9,2010-01-01,1600,Terra,MODIS,61,6.2,301.9,60.9,D,0
3.526,-72.1928,319.5,4.4,1.9,2010-01-01,1600,Terra,MODIS,72,6.2,301.3,71.2,D,0
3.5198,-72.154,341.6,4.4,1.9,2010-01-01,1600,Terra,MODIS,91,6.2,301.6,320.3,D,0
3.6453,-71.9224,316.8,4.6,2,2010-01-01,1600,Terra,MODIS,19,6.2,300.2,54.7,D,0
3.6456,-72.2403,318.4,4.3,1.9,2010-01-01,1600,Terra,MODIS,32,6.2,302.5,55.9,D,0
3.5036,-71.8264,321,4.7,2,2010-01-01,1600,Terra,MODIS,67,6.2,300.1,93.9,D,0
3.6459,-71.9172,316.4,4.6,2,2010-01-01,1600,Terra,MODIS,25,6.2,300.1,51.3,D,0
4.4702,-76.1092,327.2,2.1,1.4,2010-01-01,1600,Terra,MODIS,83,6.2,299.9,57,D,0
4.4748,-76.1228,318.4,2.1,1.4,2010-01-01,1600,Terra,MODIS,52,6.2,296.2,31.8,D,0
4.3441,-76.1351,313.4,2.1,1.4,2010-01-01,1600,Terra,MODIS,39,6.2,297.5,13.9,D,0
4.4717,-76.1032,321.5,2.1,1.4,2010-01-01,1600,Terra,MODIS,72,6.2,299.5,38,D,0
3.4925,-71.8704,320.4,4.7,2,2010-01-01,1600,Terra,MODIS,56,6.2,301.2,84.4,D,0
3.6519,-72.2782,317.2,4.3,1.9,2010-01-01,1600,Terra,MODIS,35,6.2,300.7,47.1,D,0
3.5179,-72.1596,337.3,4.4,1.9,2010-01-01,1601,Terra,MODIS,89,6.2,301.5,258.3,D,0
